id	pollster	언론매체	제목	date	범위	링크	조사 시작	enddate	조사방법	ARS/전화면접	후보자수	양자구도	삼자구도	다자구도	민주당 관련	전체응답률	가중치	나이	나이2	BanKiMoon	MoonJaeIn	AhnCheolSoo	AhnHeeJeong	HwangGyoAhn	LeeJaeMyung	YooSeungMin	남경필	손학규	박원순	김부겸	심상정	홍준표	이인제	원희룡	정운찬	김문수	오세훈	김무성	천정배	김관용	김종인	정동영	유시민	김제동
3482	리얼미터	"MBN,매일경제"	전국 정례조사 2017년 2월 3주 주중집계	2017-02-15	전국	http://www.nesdc.go.kr/result/201702/FILE_201702150708058650.pdf.htm	170213	170215	유무선혼합	ARS/전화면접	10	0	0	1	3	7.7	1.65	2			32.7	8.6	19.3	3.9	7	16.5	1.3	2.8			2.5	1.3												
3483	한국갤럽조사연구소	한국갤럽 자체 조사	전국 정례조사 정당 지지도 조사 2017년 2월 3주	2017-02-17	전국	http://www.gallup.co.kr/gallupdb/reportDownload.asp?seqNo=814	170214	170216	유무선혼합	ARS	7	0	0	1	3	20	1.1	3			33	9	22	2	5	9		1																
3485	리얼미터	"MBN,매일경제"	전국 정례조사 2017년 2월 16일 일간집계	2017-02-17	전국	http://www.nesdc.go.kr/result/201702/FILE_201702160641439860.pdf.htm	170215	170216	유무선혼합	ARS/전화면접	10	0	0	1	3	7.3	1.83	2			31.4	10.3	20.8	2.8	6.3	16.8	1.8	2.7			1.8	2												
3487	리얼미터	"MBN,매일경제"	전국 정례조사 2017년 2월 17일 일간집계	2017-02-17	전국	http://www.nesdc.go.kr/result/201702/FILE_201702170534538970.pdf.htm	170216	170217	유무선혼합	ARS/전화면접	10	0	0	1	3	8.6	1.71	2			32.3	9.2	22.1	3.8	9.8	12.3	1.6	2.3			1.5	2.5												
3488	리얼미터	"MBN,매일경제"	전국 정례조사 2017년 2월 3주 주간집계	2017-02-17	전국	http://www.nesdc.go.kr/result/201702/FILE_201702170604506470.pdf.htm	170213	170217	유무선혼합	ARS/전화면접	10	0	0	1	3	8.1	1.67	2			32.5	8.8	20.4	3.9	8.1	14.8	1.4	2.6			2.1	1.8												
3489	한국사회여론연구소(KSOI)	국민일보	"전국 정례조사 (전국 정당지지도, 대선후보 지지도 등)"	2017-02-19	전국	http://www.nesdc.go.kr/result/201702/FILE_201702200349005961.pdf.htm	170217	170218	유무선혼합	ARS	7	0	0	1	3	15.7	1.23	3			31.9	7.6	23.3	3	9.6	12.8	1.2																	
3492	조원씨앤아이	the leader 	"전국 정례조사 정당지지도, 대선후보지지도"	2017-02-21	전국	http://www.nesdc.go.kr/result/201702/FILE_201702210119323420.pdf.htm	170218	170220	유무선혼합	ARS	8	0	0	1	3	3.4	1.88	2			35.6	8.5	21.6	4.5	7.1	14.2		2.2			1.3													
3493	메트릭스코퍼레이션	매일경제	전국 대통령선거 대선공약 여론조사	2017-02-21	전국	http://www.nesdc.go.kr/result/201702/FILE_201702210602139600.pdf.htm	170217	170218	유무선혼합	ARS/전화면접	9	0	0	1	3	12	1.2	2			22.3	7.2	17	2.4	7.5	10.4	0.9	0.3			0.9													
3494	조원씨앤아이	쿠키뉴스	"전국 정례조사 정당지지도, 대선후보지지도"	2017-02-21	전국	http://www.nesdc.go.kr/result/201702/FILE_201702210436286170.pdf.htm	170218	170220	유무선혼합	ARS	8	0	0	1	3	4.1	1.79	2			35.2	8.8	19	2.5	8.6	16.3		2.1			1.2													
3495	알앤써치	(주)데일리안	전국 정기조사 알앤써치 바로미터 2월 4주차(2017)	2017-02-22	전국	http://www.nesdc.go.kr/result/201703/FILE_201702220140440591.pdf.htm	170220	170221	무선RDD	ARS	9	0	0	1	3	3.2	1.33	2			34.1	9.6	20.7	3.6	9	11.1	1	2			0.5													
3500	리얼미터	"MBN,매일경제"	전국 정례조사 2017년 2월 20일 일간집계	2017-02-22	전국	http://www.nesdc.go.kr/result/201703/FILE_201702220659010280.pdf.htm	170217	170220	유무선혼합	ARS/전화면접	9	0	0	1	3	9.6	1.49	2			31.9	9.2	21.1	3.6	10.9	11.7	1.4	1.6			1.3													
3501	리얼미터	"MBN,매일경제"	전국 정례조사 2017년 2월 21일 일간집계	2017-02-22	전국	http://www.nesdc.go.kr/result/201703/FILE_201702220659193690.pdf.htm	170220	170221	유무선혼합	ARS/전화면접	9	0	0	1	3	9.6	1.59	2			32.3	11	19.8	2.4	9.9	12	1.5	1.5			1.1													
3502	리얼미터	"MBN,매일경제"	전국 정례조사 2017년 2월 22일 일간집계	2017-02-22	전국	http://www.nesdc.go.kr/result/201703/FILE_201702220708042860.pdf.htm	170221	170222	유무선혼합	ARS/전화면접	9	0	0	1	3	9.7	1.96	2			32.7	10.4	18.6	3.5	10.7	11	1.9	1.9			0.8													
3503	리얼미터	"MBN,매일경제"	전국 정례조사 2017년 2월 4주 주중집계	2017-02-22	전국	http://www.nesdc.go.kr/result/201703/FILE_201703021101117922.pdf.htm	170220	170222	유무선혼합	ARS/전화면접	9	0	0	1	3	9.4	1.7	2			32.4	10.5	19.2	3.3	10.1	11.6	1.8	1.7			1.1													
3506	한국갤럽조사연구소	한국갤럽 자체 조사	전국 정례조사 정당 지지도 조사 2017년 2월 2주	2017-02-24	전국	http://www.gallup.co.kr/gallupdb/reportDownload.asp?seqNo=816	170221	170223	유무선혼합	ARS	6	0	0	1	3	21	1.14	3			32	8	21	2	8	8																		
3508	리얼미터	"MBN,매일경제"	전국 정례조사 2017년 2월 23일 일간집계	2017-02-24	전국	http://www.nesdc.go.kr/result/201703/FILE_201702270244159640.pdf.htm	170222	170223	유무선혼합	ARS/전화면접	9	0	0	1	3	9.1	1.96	2			35.7	9.7	17.8	4.2	10.1	9.9	1.6	1.9			1.3													
3509	리얼미터	"MBN,매일경제"	전국 정례조사 2017년 2월 24일 일간집계	2017-02-24	전국	http://www.nesdc.go.kr/result/201703/FILE_201702270244318270.pdf.htm	170223	170224	유무선혼합	ARS/전화면접	9	0	0	1	3	9.8	1.81	2			35.2	9.5	18.3	3.8	10	9.9	1.3	2.9			1.5													
3510	리얼미터	"MBN,매일경제"	전국 정례조사 2017년 2월 4주 주간집계	2017-02-24	전국	http://www.nesdc.go.kr/result/201703/FILE_201702270233508752.pdf.htm	170220	170224	유무선혼합	ARS/전화면접	9	0	0	1	3	9.6	1.75	2			33.5	10.1	18.9	3.5	10.1	10.9	1.6	2.2			1.3													
3511	한국사회여론연구소(KSOI)	한국사회여론연구소(KSOI) 자체조사	"전국 정례조사 전국 정당지지도, 대선후보 지지도 등"	2017-02-26	전국	http://www.nesdc.go.kr/result/201703/FILE_201702260240252940.pdf.htm	170224	170225	유무선혼합	ARS	7	0	0	1	3	15.5	1.08	2	4		34.9	11.6	18.2	2.3	9.3	12.3	0.7																	
3514	한국리서치	한국일보	"전국 정기조사 (정당지지도, 대선후보 지지도 등)"	2017-02-27	전국	http://www.nesdc.go.kr/result/201703/FILE_201702270623443011.pdf.htm	170224	170225	유무선혼합	전화면접	10	0	0	1	3	13.8	1.75	2			30.9	7.8	15.8	1.6	10.1	10.3	0.1	0.8			1.1	1.6												
3517	알앤써치	(주)데일리안	전국 정기조사 알앤써치 바로미터 3월1주차(2017년)	2017-02-28	전국	http://www.nesdc.go.kr/result/201703/FILE_201703011252414840.pdf.htm	170227	170228	무선RDD	ARS	10	0	0	1	3	3	1.21	2			37.6	11.1	15.5	1.8	9.8	12.5	1.2	1.1			0.9	1.4												
3518	리얼미터	"MBN,매일경제"	전국 정례조사 2017년 2월 27일 일간집계	2017-03-01	전국	http://www.nesdc.go.kr/result/201703/FILE_201702280457193030.pdf.htm	170224	170227	유무선혼합	ARS/전화면접	10	0	0	1	3	8.8	1.91	2			32.2	9.5	18.1	3.3	9.9	12.7	1.6	3.2			1.3	3.6												
3519	리얼미터	"MBN,매일경제 / CBS"	전국 정례조사 2017년 2월 28일 일간(3월1주 주중집계와 동일) 및 5자 가상대결	2017-03-01	전국	http://www.nesdc.go.kr/result/201703/FILE_201702280457193030.pdf.htm	170227	170228	유무선혼합	ARS/전화면접	6	0	0	1	3	7.7	1.89	2			35.2	10.9	14.5		9	14.6						3.5												
3520	디오피니언	내일신문	전국 대통령선거 	2017-03-02	전국	http://www.nesdc.go.kr/result/201703/FILE_201703020123476880.pdf.htm	170301	170301	유선RDD	전화면접	8	0	0	1	3	12.1	1.04	5			26.4	10.7	12.4	2.3	8.2	8	0.6	1.1																
3522	한국갤럽조사연구소	한국갤럽 자체 조사	역대 대통령 직무 수행 평가 1988~2017?정당 지지도?대선 후보 지지도?특별검사?탄핵 	2017-03-03	전국	http://www.gallup.co.kr/gallupdb/reportDownload.asp?seqNo=817	170228	170302	유무선혼합	ARS	6	0	0	1	3	20	1.1	3			34	9	15	1	8	8																		
3524	리얼미터	"MBN,매일경제"	전국 정례조사 2017년 3월 2일 일간집계	2017-03-04	전국	http://www.nesdc.go.kr/result/201703/FILE_201703060116305340.pdf.htm	170228	170302	유무선혼합	ARS/전화면접	10	0	0	1	3	7.5	1.98	2			37.7	12.1	11.3	3.3	8.7	14.8	1.2	2.4			1.4	3.7												
3525	리얼미터	"MBN,매일경제"	전국 정례조사 2017년 3월 3일 일간집계 및 적합도 조사	2017-03-04	전국	http://www.nesdc.go.kr/result/201703/FILE_201703060116454180.pdf.htm	170302	170302	유무선혼합	ARS/전화면접	10	0	0	1	3	7	2.38	2			37.7	10.7	10.7	3	8.8	15.1	1.2	3.7			2.1	4.2												
3526	리얼미터	"MBN,매일경제"	전국 정례조사 2017년 3월1주차 주간집계	2017-03-04	전국	http://www.realmeter.net/wp-content/uploads/2017/03/realmeter_w170306-1.pdf	170227	170302	유무선혼합	ARS	10	0	0	1	3	7.3	2.11	2			36.4	10.8	12.6	2.8	8.9	14.9	1.3	2.9			1.7	3.8												
3527	리서치플러스	한겨레	전국 대통령선거 차기 대선 및 정국 현안조사	2017-03-05	전국	http://www.nesdc.go.kr/result/201703/FILE_201703050116240731.pdf.htm	170303	170304	유무선혼합	전화면접	9	0	0	1	3	16.6	1.45	2			32.8	8	13.2	1.2	9.8	10.6	0.4	0.2				2												
3528	한국사회여론연구소(KSOI)	"국민일보, 한국사회여론연구소 공동조사"	"전국 정례조사 (전국 정당지지도, 대선후보 지지도 등)"	2017-03-05	전국	http://www.nesdc.go.kr/result/201703/FILE_201703060613438610.pdf.htm	170303	170304	유무선혼합	전화면접	7	0	0	1	3	16.3	1.15	3			33.7	12.1	16.6	2.6	10.1	13.7	0.4																	
3529	칸타코리아(칸타 퍼블릭)	TV조선	전국 0 정례조사 전국 대통령 선거 현안 관련 국민연론조사	2017-03-05	전국	http://www.nesdc.go.kr/result/201703/FILE_201703050647406561.pdf.htm	170303	170304	유무선혼합	전화면접	9	0	0	1	3	7.7	1.16	3			30	8.8	12	1.3	8.5	12.5	0.3	0.7			0.9													
3531	알앤써치	아시아투데이(주)	전국 대통령선거 	2017-03-05	전국	http://www.nesdc.go.kr/result/201703/FILE_201703061253085350.pdf.htm	170305	170305	무선RDD	ARS	6	0	0	1	3	3	1.64	2			37.8	8.8	15.7	2.8	10	15.9																		
3532	조원씨앤아이	쿠키뉴스	"전국 정례조사 정당지지도, 대선후보지지도"	2017-03-06	전국	http://www.nesdc.go.kr/result/201703/FILE_201703060609581170.pdf.htm	170304	170306	유무선혼합	ARS	8	0	0	1	3	4.7	1.92	2			34.5	11.1	13.7	2	8.4	15.5		3.2			2													
3534	조원씨앤아이	the leader	"전국 정례조사 정당지지도, 대선후보지지도"	2017-03-07	전국	http://www.nesdc.go.kr/result/201703/FILE_201703071100274290.pdf.htm	170304	170305	유무선혼합	ARS	8	0	0	1	3	4.1	1.77	2			35.1	9.9	14.5	2.5	9.4	13.9		2.9			1.9													
3535	알앤써치	(주)데일리안	전국 정기조사 알앤써치 바로미터 3월2주차	2017-03-07	전국	http://www.nesdc.go.kr/result/201703/FILE_201703070908116650.pdf.htm	170306	170307	무선RDD	ARS						4.4	1.66	2			35.3	8.2	13.3	2.7	9.3	13.8	2.3	1.8			1.5	2.9	0.2											
3536	한국리서치	JTBC	"전국 정기조사 (정당지지도, 대선후보 지지도 등)"	2017-03-08	전국	http://www.nesdc.go.kr/result/201703/FILE_201703080533190820.pdf.htm	170306	170307	유무선혼합	전화면접						16.3	1.25	2			30.7	7.6	13.7	1.2	8.4	11.1	0.6	1.2			1.3	1.8												
3542	리얼미터	"MBN,매일경제"	전국 정례조사 2017년 3월 6일 일간집계	2017-03-08	전국	http://www.nesdc.go.kr/result/201703/FILE_201703080753005770.pdf.htm	170303	170306	유무선혼합	ARS/전화면접						7.2	1.73	2			35.3	9	12.7	3	9.4	15.1	1.9	3			3.2	4.3												
3543	리얼미터	"MBN,매일경제 / CBS"	전국 정례조사 2017년 3월 7일 일간 및 가상대결	2017-03-08	전국	http://www.nesdc.go.kr/result/201703/FILE_201703080754384990.pdf.htm	170306	170307	유무선혼합	ARS/전화면접						7.6	1.54	2			35.5	9.1	13.3	2.9	10.6	14.7	2	1.9			2.8	3.4												
3544	리얼미터	"MBN,매일경제"	전국 정례조사 2017년 3월 8일 일간집계	2017-03-08	전국	http://www.nesdc.go.kr/result/201703/FILE_201703080757305810.pdf.htm	170307	170308	유무선혼합	ARS/전화면접	ARS/전화면접					7.7	1.85	2			37.6	10.2	12.1	3.1	10.8	13.8	1.3	1.9			1.8	3.1												
3545	리얼미터	"MBN,매일경제"	전국 정례조사 2017년 3월 2주 주중집계	2017-03-08	전국	http://www.nesdc.go.kr/result/201703/FILE_201703080806362700.pdf.htm	170306	170308	유무선혼합	ARS/전화면접						7.6	1.65	2			36.1	9.9	12.9	3.2	10.5	14.2	1.6	1.9			2.4	2.8												
3550	한국갤럽조사연구소	한국갤럽 자체 조사	전국 정례조사 정당지지도 2017년 3월 2주	2017-03-09	전국	http://www.nesdc.go.kr/result/201703/FILE_201703100206351750.pdf.htm	170307	170309	유무선혼합	전화면접						19.9	1.13	2			32	9	17	1	8	9					1													
3551	리얼미터	"MBN,매일경제 "	전국 대통령선거 정국현안 긴급조사	2017-03-10	전국	http://www.nesdc.go.kr/result/201703/FILE_201703100650139410.pdf.htm	170310	170310	유무선혼합	ARS/전화면접						8.9	1.49	2			36	11.3	14.5	2.4	9.7	10.1	1	2.6			3.3	2.4												
3553	한국리서치	서울경제	"전국 정기조사 (정당지지도, 대선후보 지지도 등)"	2017-03-12	전국	http://www.nesdc.go.kr/result/201703/FILE_201703121044386340.pdf.htm	170310	170311	유무선혼합	ARS						23.4	1.32	2			28	8.4	16.6	1.4	8	8.9	0.4	1.9			1.4	2.9												
3554	한국사회여론연구소(KSOI)	한국사회여론연구소(KSOI) 자체조사	"전국 정례조사 (전국 정당지지도, 대선후보 지지도 등)"	2017-03-12	전국	http://www.ksoi.org/data_poll/20170312_ksoi_referat.pdf	170310	170311	유무선혼합	전화면접						19.2	1.23	3			32.2	10.9	15.9	1.3	9.3	11	0.3					3.2												
3555	코리아리서치센터	KBS·연합뉴스	"전국 대통령선거 (정당지지도, 정치현안 등)"	2017-03-12	전국	http://www.nesdc.go.kr/result/201703/FILE_201703130318256530.pdf.htm	170311	170312	유무선혼합	전화면접						14.1	1.15	2			29.9	8.4	17	1.6	9	9.1	0.5	0.9			1.5	1.9												
3557	에스티아이	민중의소리	전국 대통령선거	2017-03-13	전국	http://www.nesdc.go.kr/result/201703/FILE_201703130728551680.pdf.htm	170311	170311	무선RDD	ARS						8.8	1.54	2			32.6	12.3	15.1	3.1	11.4	12.3						3.2												
3559	칸타코리아(칸타 퍼블릭)	SBS	전국 정례조사 SBS 탄핵 결정 여론조사	2017-03-13	전국	http://www.nesdc.go.kr/result/201703/FILE_201703130610545580.pdf.htm	170311	170312	유무선혼합	ARS						12.6	1.32	2			31.1	9.5	15.1	2.4	10.4	9.6		1.1			1.1	1.8												
3560	조원씨앤아이	쿠키뉴스	"정례조사 ( 전국 정례조사 정당지지도, 대선후보지지도 )"	2017-03-13	전국	http://www.kukinews.com/news/article.html?no=439090	170311	170313	유무선혼합	ARS						4.4	1.02	3			34.4	11.1	13.8	3.3	8	15.4		1.6			2.4													
3562	알앤써치	(주)데일리안	전국 정기조사 알앤써치 바로미터 3월3주차(2017)	2017-03-14	전국	http://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=3583&regNo=3562&searchCnd=&searchWrd=&gubun=&delCode=0&delcode=0&useAt=&replyAt=&menuNo=200467&sdate=&edate=&pdate=&deptId=&isk=&ise=&viewType=&pollGubuncd=&categories=&searchKey=&searchTime=&searchCode=&searchDecision=&pageIndex=1	170312	170314	무선RDD	ARS						3.6	1.25	2			34.5	11.3	15.3	3	9.6	10.2		1.6				3.3												
3565	리얼미터	MBN	전국 대통령선거 황대행 불출마 직후 긴급 여론조사	2017-03-16	전국	http://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=3571&regNo=3565&searchCnd=&searchWrd=&gubun=&delCode=0&delcode=0&useAt=&replyAt=&menuNo=200467&sdate=&edate=&pdate=&deptId=&isk=&ise=&viewType=&pollGubuncd=&categories=&searchKey=&searchTime=&searchCode=&searchDecision=&pageIndex=1	170315	170315	유무선혼합	ARS/전화면접						8.6	1.99	2			37.1	12	16.8	4.8	10.3			1.8				7.1												
3570	한국갤럽조사연구소	한국갤럽 자체 조사	전국 정례조사 정당지지도 2017년 3월 3주	2017-03-16	전국	https://panel.gallup.co.kr/Contents/GallupKoreaDaily/GallupKoreaDailyOpinion_250(20170317).pdf	170314	170316	유무선혼합	ARS						22	1.14	2			33	10	18		8	7					1	2												
3566	마크로밀엠브레인	"YTN, 서울신문"	전국 정례조사 대선후보 지지도 등	2017-03-16	전국	http://www.nesdc.go.kr/result/201703/FILE_201703160457289501.pdf.htm	170315	170315	유무선혼합	전화면접						13.4	1.19	3			31.4	11.4	20.2	1.2	9.2		0.6	1.3			2	5.9												
3563	한국리서치	JTBC	"전국 정기조사 (정당지지도, 대선후보 지지도 등)"	2017-03-15	전국	http://www.nesdc.go.kr/result/201703/FILE_201703150943124520.pdf.htm	170314	170314	유무선혼합	ARS						21.2	1.31	2			30.7	8.9	13.3	1.6	8.9	9.6	0.7	0.9			1.1	2.2												
3574	리얼미터	"MBN,매일경제"	전국 정례조사 2017년 3월 3주 주간집계	2017-03-18	전국		170315	170317	유무선혼합	ARS/전화면접						8.6	1.89	2			36.6	12	15.6	3.8	10.8		1.6	1.8			3.9	9.8												
3575	리서치플러스	한겨레신문(주)	전국 대통령선거 	2017-03-19	전국		170317	170318	유무선혼합	전화면접						15.6					27.7	9.5	16.4	1.6	7.1						1.6	8.3												
3577	중앙일보 조사연구팀	중앙일보	전국 대통령선거 	2017-03-19	전국		170318	170319	유무선혼합	전화면접						27.4					34.7	13	21	2	8.1							7.7												
